symbol_lower,symbol,chrom,start,stop
flj32745,FLJ32745,chr2,109403213,109501933
ccdc138,CCDC138,chr2,109403213,109501933
flj39502,FLJ39502,chr2,179694484,179914813
camdi,CAMDI,chr2,179694484,179914813
ccdc141,CCDC141,chr2,179694484,179914813
flj14397,FLJ14397,chr2,74699113,74710535
ccdc142,CCDC142,chr2,74699113,74710535
kiaa0565,KIAA0565,chr17,16592851,16681195
flj43983,FLJ43983,chr17,16592851,16681195
ccdc144a,CCDC144A,chr17,16592851,16681195
kiaa1505,KIAA1505,chr7,76751751,76958850
mbo2,MBO2,chr7,76751751,76958850
ccdc146,CCDC146,chr7,76751751,76958850
mgc125588,MGC125588,chr2,159027593,159313265
ccdc148,CCDC148,chr2,159027593,159313265
dkfzp761b107,DKFZp761B107,chr4,24807739,24981826
ccdc149,CCDC149,chr4,24807739,24981826
flj39660,FLJ39660,chr2,197504278,197628214
ccdc150,CCDC150,chr2,197504278,197628214
mgc20983,MGC20983,chr19,11531272,11546603
oda10,ODA10,chr19,11531272,11546603
ccdc151,CCDC151,chr19,11531272,11546603
loc100129792,LOC100129792,chr5,42756903,42802462
ccdc152,CCDC152,chr5,42756903,42802462
loc283152,LOC283152,chr11,119060347,119067479
ccdc153,CCDC153,chr11,119060347,119067479
loc645811,LOC645811,chr16,1484384,1494557
ccdc154,CCDC154,chr16,1484384,1494557
ccdc157,CCDC157,chr22,30752624,30774647
flj25770,FLJ25770,chr4,77234150,77343021
ccdc158,CCDC158,chr4,77234150,77343021
ccdc159,CCDC159,chr19,11455360,11465620
ccdc160,CCDC160,chrX,133371077,133380237
loc126661,LOC126661,chr1,45959538,45965751
ccdc163,CCDC163,chr1,45959538,45965751
ccdc166,CCDC166,chr8,144788864,144790279
dj153p14.2,dJ153P14.2,chr6,37450696,37467698
ccdc167,CCDC167,chr6,37450696,37467698
flj40176,FLJ40176,chr13,103381719,103411420
ccdc168,CCDC168,chr13,103381719,103411420
rp11-251j8.1,RP11-251J8.1,chr13,36796145,36871977
loc728591,LOC728591,chr13,36796145,36871977
ccdc169,CCDC169,chr13,36796145,36871977
flj23305,FLJ23305,chr6,151815165,151942328
ba282p11.1,bA282P11.1,chr6,151815165,151942328
ccdc170,CCDC170,chr6,151815165,151942328
flj39267,FLJ39267,chr9,15553084,16061661
flj46740,FLJ46740,chr9,15553084,16061661
em:al513423.1,Em:AL513423.1,chr9,15553084,16061661
ba778p13.1,bA778P13.1,chr9,15553084,16061661
ba536d16.1,bA536D16.1,chr9,15553084,16061661
ccdc171,CCDC171,chr9,15553084,16061661
mgc35062,MGC35062,chr10,118083940,118139541
ccdc172,CCDC172,chr10,118083940,118139541
loc129881,LOC129881,chr2,170501935,170550943
ccdc173,CCDC173,chr2,170501935,170550943
flj33839,FLJ33839,chr3,14693253,14714166
ccdc174,CCDC174,chr3,14693253,14714166
ccdc175,CCDC175,chr14,59971257,60043549
plpl,PLPL,chr14,70036533,70041554
ccdc177,CCDC177,chr14,70036533,70041554
flj44050,FLJ44050,chr18,30517366,31021065
ccdc178,CCDC178,chr18,30517366,31021065
ccdc179,CCDC179,chr11,22868477,22881972
dkfzp434i2420,DKFZp434I2420,chr9,100069586,100140806
bdag1,BDAG1,chr9,100069586,100140806
fap76,FAP76,chr9,100069586,100140806
cfap76,CFAP76,chr9,100069586,100140806
ccdc180,CCDC180,chr9,100069586,100140806
flj25846,FLJ25846,chr1,169364108,169429907
ccdc181,CCDC181,chr1,169364108,169429907
ccdc182,CCDC182,chr17,55821842,55822673
mgc15438,MGC15438,chr9,139690802,139702193
ba216l13.7,bA216L13.7,chr9,139690802,139702193
ccdc183,CCDC183,chr9,139690802,139702193
loc387856,LOC387856,chr12,48577367,48579709
ccdc184,CCDC184,chr12,48577367,48579709
flj35728,FLJ35728,chr1,223566759,223568812
ccdc185,CCDC185,chr1,223566759,223568812
flj10188,FLJ10188,chr10,115880621,115933991
flj35301,FLJ35301,chr10,115880621,115933991
cccp-1,CCCP-1,chr10,115880621,115933991
golgin104,golgin104,chr10,115880621,115933991
ccdc186,CCDC186,chr10,115880621,115933991
ccdc188,CCDC188,chr22,20135950,20138588
mgc104706,MGC104706,chr16,30768744,30774031
ccdc189,CCDC189,chr16,30768744,30774031
mgc48998,MGC48998,chr1,162794248,162838605
ccdc190,CCDC190,chr1,162794248,162838605
ccdc191,CCDC191,chr3,113682984,113775460
ccdc192,CCDC192,chr5,127039081,127277326
ccdc194,CCDC194,chr19,17501318,17504967
ccdc195,CCDC195,chr2,225568481,225581082
ccdc196,CCDC196,chr14,66878422,66965395
ccdc197,CCDC197,chr14,94453571,94475209
flj10650,FLJ10650,chr14,57936019,57960585
ccdc198,CCDC198,chr14,57936019,57960585
ccdc200,CCDC200,chr17,41368960,41383338
ccdc201,CCDC201,chr7,45899593,45912681
mgc26598,MGC26598,chr12,91299399,91348953
ccer1,CCER1,chr12,91299399,91348953
ccer2,CCER2,chr19,39399620,39402798
hcr,HCR,chr6,31110216,31126015
cchcr1,CCHCR1,chr6,31110216,31126015
kbtbd14,KBTBD14,chr9,36169391,36171331
btbd20,BTBD20,chr9,36169391,36171331
ccin,CCIN,chr9,36169391,36171331
cck,CCK,chr3,42299317,42307699
cckar,CCKAR,chr4,26483022,26492084
cckbr,CCKBR,chr11,6280966,6293357
i-309,I-309,chr17,32687347,32690250
tca3,TCA3,chr17,32687347,32690250
p500,P500,chr17,32687347,32690250
sise,SISe,chr17,32687347,32690250
ccl1,CCL1,chr17,32687347,32690250
mcp1,MCP1,chr17,32582237,32584222
mcp-1,MCP-1,chr17,32582237,32584222
mcaf,MCAF,chr17,32582237,32584222
smc-cf,SMC-CF,chr17,32582237,32584222
gdcf-2,GDCF-2,chr17,32582237,32584222
hc11,HC11,chr17,32582237,32584222
mgc9434,MGC9434,chr17,32582237,32584222
ccl2,CCL2,chr17,32582237,32584222
g0s19-1,G0S19-1,chr17,34415602,34417515
ld78alpha,LD78ALPHA,chr17,34415602,34417515
mip-1-alpha,MIP-1-alpha,chr17,34415602,34417515
ccl3,CCL3,chr17,34415602,34417515
mip-1-beta,MIP-1-beta,chr17,34430983,34433014
act-2,Act-2,chr17,34430983,34433014
at744.1,AT744.1,chr17,34430983,34433014
ccl4,CCL4,chr17,34430983,34433014
rantes,RANTES,chr17,34198495,34207797
sisd,SISd,chr17,34198495,34207797
tcp228,TCP228,chr17,34198495,34207797
mgc17164,MGC17164,chr17,34198495,34207797
ccl5,CCL5,chr17,34198495,34207797
mcp-3,MCP-3,chr17,32597240,32599261
nc28,NC28,chr17,32597240,32599261
fic,FIC,chr17,32597240,32599261
marc,MARC,chr17,32597240,32599261
mcp3,MCP3,chr17,32597240,32599261
ccl7,CCL7,chr17,32597240,32599261
mcp-2,MCP-2,chr17,32646055,32648421
hc14,HC14,chr17,32646055,32648421
ccl8,CCL8,chr17,32646055,32648421
eotaxin,eotaxin,chr17,32612687,32615353
mgc22554,MGC22554,chr17,32612687,32615353
ccl11,CCL11,chr17,32612687,32615353
mcp-4,MCP-4,chr17,32683471,32685629
ncc-1,NCC-1,chr17,32683471,32685629
scyl1,SCYL1,chr17,32683471,32685629
ckb10,CKb10,chr17,32683471,32685629
mgc17134,MGC17134,chr17,32683471,32685629
ccl13,CCL13,chr17,32683471,32685629
hcc-1,HCC-1,chr17,34310327,34314040
hcc-3,HCC-3,chr17,34310327,34314040
ncc-2,NCC-2,chr17,34310327,34314040
scyl2,SCYL2,chr17,34310327,34314040
ckb1,CKb1,chr17,34310327,34314040
mcif,MCIF,chr17,34310327,34314040
ccl14,CCL14,chr17,34310327,34314040
hcc-2,HCC-2,chr17,34323476,34329084
ncc-3,NCC-3,chr17,34323476,34329084
scyl3,SCYL3,chr17,34323476,34329084
mip-5,MIP-5,chr17,34323476,34329084
lkn-1,Lkn-1,chr17,34323476,34329084
mip-1d,MIP-1d,chr17,34323476,34329084
hmrp-2b,HMRP-2B,chr17,34323476,34329084
ccl15,CCL15,chr17,34323476,34329084
ncc-4,NCC-4,chr17,34303529,34308532
scyl4,SCYL4,chr17,34303529,34308532
lec,LEC,chr17,34303529,34308532
hcc-4,HCC-4,chr17,34303529,34308532
lmc,LMC,chr17,34303529,34308532
lcc-1,LCC-1,chr17,34303529,34308532
ckb12,CKb12,chr17,34303529,34308532
mtn-1,Mtn-1,chr17,34303529,34308532
ccl16,CCL16,chr17,34303529,34308532
tarc,TARC,chr16,57438679,57449974
abcd-2,ABCD-2,chr16,57438679,57449974
ccl17,CCL17,chr16,57438679,57449974
dc-ck1,DC-CK1,chr17,34391640,34399392
parc,PARC,chr17,34391640,34399392
amac-1,AMAC-1,chr17,34391640,34399392
dcck1,DCCK1,chr17,34391640,34399392
mip-4,MIP-4,chr17,34391640,34399392
ckb7,CKb7,chr17,34391640,34399392
ccl18,CCL18,chr17,34391640,34399392
elc,ELC,chr9,34689564,34691274
mip-3b,MIP-3b,chr9,34689564,34691274
exodus-3,exodus-3,chr9,34689564,34691274
ckb11,CKb11,chr9,34689564,34691274
ccl19,CCL19,chr9,34689564,34691274
larc,LARC,chr2,228670455,228682280
mip-3a,MIP-3a,chr2,228670455,228682280
exodus-1,exodus-1,chr2,228670455,228682280
st38,ST38,chr2,228670455,228682280
ckb4,CKb4,chr2,228670455,228682280
ccl20,CCL20,chr2,228670455,228682280
slc,SLC,chr9,34709002,34710121
exodus-2,exodus-2,chr9,34709002,34710121
tca4,TCA4,chr9,34709002,34710121
ckb9,CKb9,chr9,34709002,34710121
6ckine,6Ckine,chr9,34709002,34710121
ecl,ECL,chr9,34709002,34710121
ccl21,CCL21,chr9,34709002,34710121
mdc,MDC,chr16,57392684,57400102
stcp-1,STCP-1,chr16,57392684,57400102
abcd-1,ABCD-1,chr16,57392684,57400102
dc/b-ck,DC/B-CK,chr16,57392684,57400102
a-152e5.1,A-152E5.1,chr16,57392684,57400102
mgc34554,MGC34554,chr16,57392684,57400102
ccl22,CCL22,chr16,57392684,57400102
ckb-8,Ckb-8,chr17,34340096,34345005
mpif-1,MPIF-1,chr17,34340096,34345005
mip-3,MIP-3,chr17,34340096,34345005
ckb8,CKb8,chr17,34340096,34345005
ccl23,CCL23,chr17,34340096,34345005
ckb-6,Ckb-6,chr7,75440983,75452674
mpif-2,MPIF-2,chr7,75440983,75452674
eotaxin-2,eotaxin-2,chr7,75440983,75452674
mpif2,MPIF2,chr7,75440983,75452674
ccl24,CCL24,chr7,75440983,75452674
teck,TECK,chr19,8117651,8127534
ckb15,Ckb15,chr19,8117651,8127534
ccl25,CCL25,chr19,8117651,8127534
mip-4alpha,MIP-4alpha,chr7,75398851,75419214
eotaxin-3,eotaxin-3,chr7,75398851,75419214
imac,IMAC,chr7,75398851,75419214
mip-4a,MIP-4a,chr7,75398851,75419214
tsc-1,TSC-1,chr7,75398851,75419214
ccl26,CCL26,chr7,75398851,75419214
alp,ALP,chr9,34661877,34664045
ilc,ILC,chr9,34661877,34664045
ctack,CTACK,chr9,34661877,34664045
skinkine,skinkine,chr9,34661877,34664045
eskine,ESkine,chr9,34661877,34664045
pesky,PESKY,chr9,34661877,34664045
ctak,CTAK,chr9,34661877,34664045
ccl27,CCL27,chr9,34661877,34664045
scya28,SCYA28,chr5,43376747,43412493
mec,MEC,chr5,43376747,43412493
cck1,CCK1,chr5,43376747,43412493
ccl28,CCL28,chr5,43376747,43412493
mgc4607,MGC4607,chr7,45039074,45116068
osm,OSM,chr7,45039074,45116068
ccm2,CCM2,chr7,45039074,45116068
dj310o13.5,dJ310O13.5,chr20,30598253,30619983
ccm2l,CCM2L,chr20,30598253,30619983
gig1,GIG1,chr1,86046444,86049645
ccn1,CCN1,chr1,86046444,86049645
igfbp8,IGFBP8,chr6,132269316,132272513
ccn2,CCN2,chr6,132269316,132272513
igfbp9,IGFBP9,chr8,120428546,120436593
ccn3,CCN3,chr8,120428546,120436593
wisp-1,WISP-1,chr8,134203282,134243933
ccn4,CCN4,chr8,134203282,134243933
ct58,CT58,chr20,43343485,43357150
ctgf-l,CTGF-L,chr20,43343485,43357150
wisp-2,WISP-2,chr20,43343485,43357150
ccn5,CCN5,chr20,43343485,43357150
wisp-3,WISP-3,chr6,112375275,112392172
ccn6,CCN6,chr6,112375275,112392172
ct146,CT146,chr13,37005657,37017019
ccna1,CCNA1,chr13,37005657,37017019
ccna2,CCNA2,chr4,122737599,122745088
ccnb1,CCNB1,chr5,68462837,68474072
hei10,HEI10,chr14,20779527,20801471
ccnb1ip1,CCNB1IP1,chr14,20779527,20801471
hst17299,HsT17299,chr15,59397277,59417244
ccnb2,CCNB2,chr15,59397277,59417244
ccnb3,CCNB3,chrX,49967364,50094909
cycc,CycC,chr6,99990256,100016849
ccnc,CCNC,chr6,99990256,100016849
u21b31,U21B31,chr11,69455855,69469242
ccnd1,CCND1,chr11,69455855,69469242
ccnd2,CCND2,chr12,4382938,4414516
ccnd3,CCND3,chr6,41902671,42018095
dip1,DIP1,chr15,43477316,43489374
gcip,GCIP,chr15,43477316,43489374
hhm,HHM,chr15,43477316,43489374
ccndbp1,CCNDBP1,chr15,43477316,43489374
ccne1,CCNE1,chr19,30302805,30315215
cyce2,CYCE2,chr8,95891998,95908906
ccne2,CCNE2,chr8,95891998,95908906
fbx1,FBX1,chr16,2479395,2508855
fbxo1,FBXO1,chr16,2479395,2508855
ccnf,CCNF,chr16,2479395,2508855
ccng1,CCNG1,chr5,162864575,162873157
ccng2,CCNG2,chr4,78078304,78354542
p34,p34,chr5,86614233,86708836
p37,p37,chr5,86614233,86708836
cych,CycH,chr5,86614233,86708836
ccnh,CCNH,chr5,86614233,86708836
ccni1,CCNI1,chr4,77968311,77997158
ccni,CCNI,chr4,77968311,77997158
flj16793,FLJ16793,chr5,132083137,132090095
ccni2,CCNI2,chr5,132083137,132090095
flj10895,FLJ10895,chr10,97803151,97820627
ba690p14.1,bA690P14.1,chr10,97803151,97820627
ccnj,CCNJ,chr10,97803151,97820627
flj14166,FLJ14166,chr5,159676113,159772403
ccnjl,CCNJL,chr5,159676113,159772403
cpr4,CPR4,chr14,99947506,100001381
ccnk,CCNK,chr14,99947506,100001381
ania-6a,ania-6a,chr3,156864297,156878549
ccnl1,CCNL1,chr3,156864297,156878549
ania-6b,ania-6b,chr1,1321091,1334708
pcee,PCEE,chr1,1321091,1334708
sb138,SB138,chr1,1321091,1334708
hla-iso,HLA-ISO,chr1,1321091,1334708
ccns,CCNS,chr1,1321091,1334708
ccnl2,CCNL2,chr1,1321091,1334708
udg2,UDG2,chr5,54526980,54529508
flj22422,FLJ22422,chr5,54526980,54529508
ung2,UNG2,chr5,54526980,54529508
ccno,CCNO,chr5,54526980,54529508
flj13265,FLJ13265,chr19,40728115,40732604
ccnp,CCNP,chr19,40728115,40732604
cycm,CycM,chrX,152853377,152865500
ccnq,CCNQ,chrX,152853377,152865500
ccnt,CCNT,chr12,49082241,49110781
cyct1,CYCT1,chr12,49082241,49110781
ccnt1,CCNT1,chr12,49082241,49110781
ccnt2,CCNT2,chr2,135675805,135716912
cfp1,CFP1,chr10,35535953,35861597
cbcp1,CBCP1,chr10,35535953,35861597
ccny,CCNY,chr10,35535953,35861597
flj40432,FLJ40432,chr2,208576264,208626563
ccnyl1,CCNYL1,chr2,208576264,208626563
kiaa0419,KIAA0419,chr16,19535133,19564730
cp110,CP110,chr16,19535133,19564730
ccp110,CCP110,chr16,19535133,19564730
kiaa1254,KIAA1254,chr15,55632230,55700708
cpr8,CPR8,chr15,55632230,55700708
ccpg1,CCPG1,chr15,55632230,55700708
ckr-1,CKR-1,chr3,46243200,46249887
mip1ar,MIP1aR,chr3,46243200,46249887
cd191,CD191,chr3,46243200,46249887
ccr1,CCR1,chr3,46243200,46249887
cc-ckr-2,CC-CKR-2,chr3,46395225,46402419
ckr2,CKR2,chr3,46395225,46402419
mcp-1-r,MCP-1-R,chr3,46395225,46402419
cd192,CD192,chr3,46395225,46402419
flj78302,FLJ78302,chr3,46395225,46402419
ccr2,CCR2,chr3,46395225,46402419
cc-ckr-3,CC-CKR-3,chr3,46205096,46308197
ckr3,CKR3,chr3,46205096,46308197
cd193,CD193,chr3,46205096,46308197
ccr3,CCR3,chr3,46205096,46308197
cc-ckr-4,CC-CKR-4,chr3,32993066,32997841
cmkbr4,CMKBR4,chr3,32993066,32997841
ckr4,CKR4,chr3,32993066,32997841
k5-5,k5-5,chr3,32993066,32997841
chemr13,ChemR13,chr3,32993066,32997841
cd194,CD194,chr3,32993066,32997841
ccr4,CCR4,chr3,32993066,32997841
ckr-5,CKR-5,chr3,46412345,46417697
cc-ckr-5,CC-CKR-5,chr3,46412345,46417697
ckr5,CKR5,chr3,46412345,46417697
cd195,CD195,chr3,46412345,46417697
iddm22,IDDM22,chr3,46412345,46417697
ccr5,CCR5,chr3,46412345,46417697
ckr-l3,CKR-L3,chr6,167525295,167553184
gpr-cy4,GPR-CY4,chr6,167525295,167553184
cmkbr6,CMKBR6,chr6,167525295,167553184
gpr29,GPR29,chr6,167525295,167553184
dry-6,DRY-6,chr6,167525295,167553184
dcr2,DCR2,chr6,167525295,167553184
bn-1,BN-1,chr6,167525295,167553184
cd196,CD196,chr6,167525295,167553184
ccr6,CCR6,chr6,167525295,167553184
blr2,BLR2,chr17,38710021,38721724
cdw197,CDw197,chr17,38710021,38721724
cd197,CD197,chr17,38710021,38721724
ccr7,CCR7,chr17,38710021,38721724
cy6,CY6,chr3,39371197,39375002
ter1,TER1,chr3,39371197,39375002
ckr-l1,CKR-L1,chr3,39371197,39375002
gpr-cy6,GPR-CY6,chr3,39371197,39375002
cdw198,CDw198,chr3,39371197,39375002
ccr8,CCR8,chr3,39371197,39375002
gpr-9-6,GPR-9-6,chr3,45927996,45944669
cdw199,CDw199,chr3,45927996,45944669
ccr9,CCR9,chr3,45927996,45944669
ccr10,CCR10,chr17,40830907,40835935
hcr,HCR,chr3,46448654,46454488
cram-b,CRAM-B,chr3,46448654,46454488
ckrx,CKRX,chr3,46448654,46454488
cram-a,CRAM-A,chr3,46448654,46454488
ackr5,ACKR5,chr3,46448654,46454488
ccrl2,CCRL2,chr3,46448654,46454488
ccs,CCS,chr11,66360292,66373490
flj41471,FLJ41471,chr1,229456752,229479041
csap,CSAP,chr1,229456752,229479041
ccsap,CCSAP,chr1,229456752,229479041
kiaa1680,KIAA1680,chr4,91048686,92523064
ccser1,CCSER1,chr4,91048686,92523064
ccser2,CCSER2,chr10,86088314,86278277
cctb,Cctb,chr12,69979114,69995350
cct2,CCT2,chr12,69979114,69995350
cctg,Cctg,chr1,156278759,156337664
cct3,CCT3,chr1,156278759,156337664
cctd,Cctd,chr2,62095224,62115939
cct4,CCT4,chr2,62095224,62115939
kiaa0098,KIAA0098,chr5,10250033,10266524
cct5,CCT5,chr5,10250033,10266524
ttcp20,TTCP20,chr7,56119323,56131682
tcpz,TCPZ,chr7,56119323,56131682
cctz,Cctz,chr7,56119323,56131682
htr3,HTR3,chr7,56119323,56131682
tcp20,TCP20,chr7,56119323,56131682
cct6a,CCT6A,chr7,56119323,56131682
cctz2,Cctz2,chr17,33254878,33308097
tsa303,TSA303,chr17,33254878,33308097
cct6b,CCT6B,chr17,33254878,33308097
ccth,Ccth,chr2,73460548,73480149
nip7-1,Nip7-1,chr2,73460548,73480149
cct7,CCT7,chr2,73460548,73480149
cctq,Cctq,chr21,30428126,30446118
pred71,PRED71,chr21,30428126,30446118
cct8,CCT8,chr21,30428126,30446118
cesk1,CESK1,chr22,17071641,17073700
cct8l2,CCT8L2,chr22,17071641,17073700
cgi-43,CGI-43,chr7,5938356,5966181
ccz1a,CCZ1A,chr7,5938356,5966181
ccz1,CCZ1,chr7,5938356,5966181
dkfzp586i1023,DKFZP586I1023,chr7,6833765,6866401
h_nh0577018.2,H_NH0577018.2,chr7,6833765,6866401
mgc19819,MGC19819,chr7,6833765,6866401
ccz1b,CCZ1B,chr7,6833765,6866401
cd1a,CD1A,chr1,158223927,158228059
cd1b,CD1B,chr1,158297741,158301321
cd1c,CD1C,chr1,158259576,158263420
cd1d,CD1D,chr1,158149737,158154686
cd1e,CD1E,chr1,158323486,158327343
cd2,CD2,chr1,117297007,117311850
cms,CMS,chr6,47445525,47594999
cd2ap,CD2AP,chr6,47445525,47594999
lin1,LIN1,chr16,30362087,30366682
snu40,Snu40,chr16,30362087,30366682
ppp1r59,PPP1R59,chr16,30362087,30366682
u5-52k,U5-52K,chr16,30362087,30366682
cd2bp2,CD2BP2,chr16,30362087,30366682
cd3d,CD3D,chr11,118209669,118213459
cd3e,CD3E,chr11,118175260,118186890
ase-1,ASE-1,chr19,45909467,45914024
cast,CAST,chr19,45909467,45914024
paf49,PAF49,chr19,45909467,45914024
rpa34,RPA34,chr19,45909467,45914024
a34.5,A34.5,chr19,45909467,45914024
cd3eap,CD3EAP,chr19,45909467,45914024
cd3g,CD3G,chr11,118215059,118225876
cd4,CD4,chr12,6896024,6929974
t1,T1,chr11,60869867,60895324
cd5,CD5,chr11,60869867,60895324
spalpha,Spalpha,chr1,157800704,157868046
cd5l,CD5L,chr1,157800704,157868046
tp120,Tp120,chr11,60739152,60787849
cd6,CD6,chr11,60739152,60787849
gp40,GP40,chr17,80272744,80275478
leu-9,LEU-9,chr17,80272744,80275478
tp41,TP41,chr17,80272744,80275478
tp40,Tp40,chr17,80272744,80275478
cd7,CD7,chr17,80272744,80275478
cd8a,CD8A,chr2,87011733,87035519
cd8b,CD8B,chr2,87042462,87089047
cd8b2,CD8B2,chr2,107103820,107160753
ba2,BA2,chr12,6308881,6347437
p24,P24,chr12,6308881,6347437
tspan29,TSPAN29,chr12,6308881,6347437
mrp-1,MRP-1,chr12,6308881,6347437
cd9,CD9,chr12,6308881,6347437
cd14,CD14,chr5,140011313,140013286
cd19,CD19,chr16,28943260,28950667
siglec-2,SIGLEC-2,chr19,35810164,35838258
siglec2,SIGLEC2,chr19,35810164,35838258
cd22,CD22,chr19,35810164,35838258
s152,S152,chr12,6554033,6560884
tp55,Tp55,chr12,6554033,6560884
cd27,CD27,chr12,6554033,6560884
cd28,CD28,chr2,204571198,204603635
siglec3,SIGLEC3,chr19,51728320,51747115
siglec-3,SIGLEC-3,chr19,51728320,51747115
p67,p67,chr19,51728320,51747115
flj00391,FLJ00391,chr19,51728320,51747115
cd33,CD33,chr19,51728320,51747115
cd34,CD34,chr1,208054317,208084747
scarb3,SCARB3,chr7,79998891,80308593
gpiv,GPIV,chr7,79998891,80308593
fat,FAT,chr7,79998891,80308593
gp4,GP4,chr7,79998891,80308593
gp3b,GP3B,chr7,79998891,80308593
cd36,CD36,chr7,79998891,80308593
tspan26,TSPAN26,chr19,49838428,49846592
cd37,CD37,chr19,49838428,49846592
cd38,CD38,chr4,15779898,15854853
p50,p50,chr20,44746911,44758502
bp50,Bp50,chr20,44746911,44758502
cd40,CD40,chr20,44746911,44758502
cd40l,CD40L,chrX,135730352,135742549
trap,TRAP,chrX,135730352,135742549
gp39,gp39,chrX,135730352,135742549
hcd40l,hCD40L,chrX,135730352,135742549
cd154,CD154,chrX,135730352,135742549
cd40lg,CD40LG,chrX,135730352,135742549
in,IN,chr11,35160417,35253949
mc56,MC56,chr11,35160417,35253949
pgp1,Pgp1,chr11,35160417,35253949
cd44r,CD44R,chr11,35160417,35253949
hcell,HCELL,chr11,35160417,35253949
cspg8,CSPG8,chr11,35160417,35253949
cd44,CD44,chr11,35160417,35253949
tra2.10,TRA2.10,chr1,207925402,207968858
mgc26544,MGC26544,chr1,207925402,207968858
tlx,TLX,chr1,207925402,207968858
cd46,CD46,chr1,207925402,207968858
iap,IAP,chr3,107761941,107810709
oa3,OA3,chr3,107761941,107810709
cd47,CD47,chr3,107761941,107810709
blast,BLAST,chr1,160648536,160681641
mcd48,mCD48,chr1,160648536,160681641
hcd48,hCD48,chr1,160648536,160681641
slamf2,SLAMF2,chr1,160648536,160681641
cd48,CD48,chr1,160648536,160681641
he5,HE5,chr1,26644448,26647014
eddm5,EDDM5,chr1,26644448,26647014
cd52,CD52,chr1,26644448,26647014
tspan25,TSPAN25,chr1,111413810,111442550
cd53,CD53,chr1,111413810,111442550
cr,CR,chr1,207494721,207560149
tc,TC,chr1,207494721,207560149
crom,CROM,chr1,207494721,207560149
cd55,CD55,chr1,207494721,207560149
cd58,CD58,chr1,117057157,117113661
16.3a5,16.3A5,chr11,33724556,33758037
ej16,EJ16,chr11,33724556,33758037
ej30,EJ30,chr11,33724556,33758037
el32,EL32,chr11,33724556,33758037
g344,G344,chr11,33724556,33758037
p18-20,p18-20,chr11,33724556,33758037
cd59,CD59,chr11,33724556,33758037
me491,ME491,chr12,56119107,56123491
tspan30,TSPAN30,chr12,56119107,56123491
cd63,CD63,chr12,56119107,56123491
scard1,SCARD1,chr17,7482785,7485431
macrosialin,macrosialin,chr17,7482785,7485431
gp110,GP110,chr17,7482785,7485431
dkfzp686m18236,DKFZp686M18236,chr17,7482785,7485431
lamp4,LAMP4,chr17,7482785,7485431
cd68,CD68,chr17,7482785,7485431
clec2c,CLEC2C,chr12,9905082,9913497
cd69,CD69,chr12,9905082,9913497
cd27l,CD27L,chr19,6583194,6604114
cd70,CD70,chr19,6583194,6604114
lyb2,LYB2,chr9,35609530,35646807
cd72b,CD72b,chr9,35609530,35646807
cd72,CD72,chr9,35609530,35646807
cd74,CD74,chr5,149781200,149792492
mb-1,MB-1,chr19,42381190,42385439
cd79a,CD79A,chr19,42381190,42385439
b29,B29,chr17,62006100,62009714
cd79b,CD79B,chr17,62006100,62009714
b7.1,B7.1,chr3,119243140,119278449
b7-1,B7-1,chr3,119243140,119278449
cd80,CD80,chr3,119243140,119278449
tapa-1,TAPA-1,chr11,2397407,2418649
tspan28,TSPAN28,chr11,2397407,2418649
cd81,CD81,chr11,2397407,2418649
r2,R2,chr11,44585977,44641913
ia4,IA4,chr11,44585977,44641913
tspan27,TSPAN27,chr11,44585977,44641913
cd82,CD82,chr11,44585977,44641913
hb15,HB15,chr6,14117487,14137149
bl11,BL11,chr6,14117487,14137149
cd83,CD83,chr6,14117487,14137149
slamf5,SLAMF5,chr1,160510885,160549306
hcd84,hCD84,chr1,160510885,160549306
mcd84,mCD84,chr1,160510885,160549306
cd84,CD84,chr1,160510885,160549306
b7.2,B7.2,chr3,121774213,121839986
b7-2,B7-2,chr3,121774213,121839986
cd86,CD86,chr3,121774213,121839986
c1qrp,C1qRP,chr20,23059986,23066977
c1qr(p),C1qR(P),chr20,23059986,23066977
dj737e23.1,dJ737E23.1,chr20,23059986,23066977
cdw93,CDw93,chr20,23059986,23066977
ecsm3,ECSM3,chr20,23059986,23066977
cd93,CD93,chr20,23059986,23066977
tactile,TACTILE,chr3,111011566,111384597
cd96,CD96,chr3,111011566,111384597
cd99,CD99,chrX,2609174,2659350
cd99,CD99,chrY,2559174,2609350
cd99b,CD99B,chrX,149934810,150067289
cd99l2,CD99L2,chrX,149934810,150067289
v7,V7,chr1,117544372,117579098
cd101,CD101,chr1,117544372,117579098
